timestamp,q0,q1,q2,q3,roll,pitch,yaw
2681897975,0.99843805,-0.05372240,-0.01517156,0.00227658,6.157,1.750,359.833
2701898075,0.99843805,-0.05372240,-0.01517156,0.00227658,6.157,1.750,359.833
2721898175,0.99843805,-0.05372240,-0.01517156,0.00227658,6.157,1.750,359.833
2741898275,0.99842621,-0.05393311,-0.01520386,0.00227185,6.181,1.754,359.834
2761898375,0.99838415,-0.05452899,-0.01581616,0.00234941,6.250,1.824,359.830
2781898475,0.99838415,-0.05452899,-0.01581616,0.00234941,6.250,1.824,359.830
2801898575,0.99838415,-0.05452899,-0.01581616,0.00234941,6.250,1.824,359.830
2851898825,0.99837162,-0.05474800,-0.01585115,0.00234436,6.275,1.828,359.831
2871898900,0.99832896,-0.05533971,-0.01646069,0.00241664,6.343,1.899,359.828
2891899025,0.99832896,-0.05533971,-0.01646069,0.00241664,6.343,1.899,359.828
2911899125,0.99832896,-0.05533971,-0.01646069,0.00241664,6.343,1.899,359.828
2931899225,0.99831567,-0.05556822,-0.01649821,0.00241116,6.369,1.903,359.829
2951899325,0.99827282,-0.05615022,-0.01709965,0.00247797,6.436,1.972,359.826
2971899425,0.99827282,-0.05615022,-0.01709965,0.00247797,6.436,1.972,359.826
2991899525,0.99827282,-0.05615022,-0.01709965,0.00247797,6.436,1.972,359.826
3011899625,0.99825873,-0.05638804,-0.01714021,0.00247213,6.463,1.977,359.828
3031899725,0.99821491,-0.05697096,-0.01774369,0.00254186,6.530,2.047,359.825
3051899825,0.99821491,-0.05697096,-0.01774369,0.00254186,6.530,2.047,359.825
3071899950,0.99821491,-0.05697096,-0.01774369,0.00254186,6.530,2.047,359.825
3091900025,0.99820000,-0.05721836,-0.01778732,0.00253563,6.558,2.052,359.826
3111900125,0.99815479,-0.05780745,-0.01839783,0.00261382,6.626,2.122,359.823
3131900225,0.99815479,-0.05780745,-0.01839783,0.00261382,6.626,2.122,359.823
3151900325,0.99815479,-0.05780745,-0.01839783,0.00261382,6.626,2.122,359.823
3171900425,0.99813901,-0.05806471,-0.01844473,0.00260718,6.655,2.128,359.824
3191900525,0.99809303,-0.05865165,-0.01905466,0.00268555,6.723,2.198,359.821
3211900625,0.99809303,-0.05865165,-0.01905466,0.00268555,6.723,2.198,359.821
3231900725,0.99809303,-0.05865165,-0.01905466,0.00268555,6.723,2.198,359.821
3251900825,0.99807621,-0.05892067,-0.01910640,0.00267864,6.754,2.204,359.823
3271900900,0.99802950,-0.05950490,-0.01971599,0.00274921,6.821,2.274,359.820
3291901000,0.99802950,-0.05950490,-0.01971599,0.00274921,6.821,2.274,359.820
3311901125,0.99802950,-0.05950490,-0.01971599,0.00274921,6.821,2.274,359.820
3331901225,0.99801179,-0.05978350,-0.01977054,0.00274177,6.853,2.280,359.822
3351901325,0.99796434,-0.06036514,-0.02037964,0.00280989,6.919,2.351,359.819
3371901425,0.99796434,-0.06036514,-0.02037964,0.00280989,6.919,2.351,359.819
3391901525,0.99796434,-0.06036514,-0.02037964,0.00280989,6.919,2.351,359.819
3411901625,0.99794563,-0.06065446,-0.02043787,0.00280198,6.953,2.357,359.821
3431901725,0.99789723,-0.06123579,-0.02104883,0.00287043,7.019,2.428,359.819
3451901825,0.99789723,-0.06123579,-0.02104883,0.00287043,7.019,2.428,359.819
3491902025,0.99789723,-0.06123579,-0.02104883,0.00287043,7.019,2.428,359.819
3511902125,0.99787789,-0.06153003,-0.02110899,0.00286207,7.053,2.435,359.821
3531902225,0.99782806,-0.06211680,-0.02172728,0.00293107,7.120,2.506,359.819
3551902325,0.99782806,-0.06211680,-0.02172728,0.00293107,7.120,2.506,359.819
3571902425,0.99782806,-0.06211680,-0.02172728,0.00293107,7.120,2.506,359.819
3591902500,0.99780739,-0.06242557,-0.02179249,0.00292217,7.156,2.513,359.822
3611902625,0.99775690,-0.06300816,-0.02240960,0.00299143,7.223,2.585,359.820
3631902725,0.99775690,-0.06300816,-0.02240960,0.00299143,7.223,2.585,359.820
3651902825,0.99775690,-0.06300816,-0.02240960,0.00299143,7.223,2.585,359.820
3671902925,0.99773480,-0.06333399,-0.02247621,0.00298107,7.260,2.592,359.822
3691902500,0.99768372,-0.06391126,-0.02309322,0.00304011,7.327,2.663,359.821
3801906025,0.99768372,-0.06391126,-0.02309322,0.00304011,7.327,2.663,359.821
3821905350,0.99768372,-0.06391126,-0.02309322,0.00304011,7.327,2.663,359.821
3841904875,0.99766086,-0.06424186,-0.02316494,0.00302986,7.365,2.672,359.824
3861904400,0.99760865,-0.06482046,-0.02378614,0.00308402,7.431,2.743,359.824
3881903975,0.99760865,-0.06482046,-0.02378614,0.00308402,7.431,2.743,359.824
3901904075,0.99760865,-0.06482046,-0.02378614,0.00308402,7.431,2.743,359.824
3921904175,0.99758428,-0.06516689,-0.02386297,0.00307302,7.471,2.752,359.827
3941904275,0.99753108,-0.06574433,-0.02448816,0.00312245,7.537,2.824,359.827
3961904375,0.99753108,-0.06574433,-0.02448816,0.00312245,7.537,2.824,359.827
3981904475,0.99753108,-0.06574433,-0.02448816,0.00312245,7.537,2.824,359.827
4001904575,0.99750528,-0.06610491,-0.02457005,0.00311078,7.579,2.833,359.830
4021904675,0.99745161,-0.06667529,-0.02519330,0.00316061,7.644,2.905,359.831
4041904775,0.99745161,-0.06667529,-0.02519330,0.00316061,7.644,2.905,359.831
4061919900,0.99745161,-0.06667529,-0.02519330,0.00316061,7.644,2.905,359.831
4081904475,0.99742379,-0.06705941,-0.02527671,0.00314673,7.688,2.914,359.834
4101905875,0.99737471,-0.06756769,-0.02584221,0.00323759,7.747,2.980,359.830
4141906075,0.99737471,-0.06756769,-0.02584221,0.00323759,7.747,2.980,359.830
4161906175,0.99737471,-0.06756769,-0.02584221,0.00323759,7.747,2.980,359.830
4181906275,0.99734550,-0.06796369,-0.02593263,0.00322359,7.792,2.990,359.833
4201906375,0.99729632,-0.06846224,-0.02649501,0.00331486,7.850,3.055,359.829
4221906475,0.99729632,-0.06846224,-0.02649501,0.00331486,7.850,3.055,359.829
4241906575,0.99729632,-0.06846224,-0.02649501,0.00331486,7.850,3.055,359.829
4261906675,0.99726557,-0.06887027,-0.02659650,0.00330156,7.897,3.067,359.832
4281906775,0.99721726,-0.06934909,-0.02714556,0.00340074,7.951,3.131,359.827
4301906875,0.99721726,-0.06934909,-0.02714556,0.00340074,7.951,3.131,359.827
4321906975,0.99721726,-0.06934909,-0.02714556,0.00340074,7.951,3.131,359.827
4341907075,0.99718562,-0.06976351,-0.02724732,0.00338629,7.999,3.142,359.831
4361907175,0.99713688,-0.07023818,-0.02779341,0.00348841,8.054,3.206,359.825
4381907275,0.99713688,-0.07023818,-0.02779341,0.00348841,8.054,3.206,359.825
4401907375,0.99713688,-0.07023818,-0.02779341,0.00348841,8.054,3.206,359.825
4421907475,0.99710449,-0.07065604,-0.02789782,0.00347357,8.102,3.217,359.829
4441907575,0.99705478,-0.07113241,-0.02844607,0.00357336,8.156,3.281,359.823
4461907675,0.99705478,-0.07113241,-0.02844607,0.00357336,8.156,3.281,359.823
4481907775,0.99705478,-0.07113241,-0.02844607,0.00357336,8.156,3.281,359.823
4501907875,0.99702155,-0.07155539,-0.02855178,0.00355766,8.205,3.293,359.827
4521907975,0.99697035,-0.07203819,-0.02910822,0.00365015,8.261,3.358,359.823
4541908075,0.99697035,-0.07203819,-0.02910822,0.00365015,8.261,3.358,359.823
4561908175,0.99697035,-0.07203819,-0.02910822,0.00365015,8.261,3.358,359.823
4581908275,0.99693636,-0.07246390,-0.02921747,0.00363431,8.310,3.370,359.827
4601908375,0.99688443,-0.07294600,-0.02977301,0.00372696,8.365,3.434,359.823
